record_type,state,district_no,district,daily_actual,daily_normal,daily_departure,daily_category,season_actual,season_normal,season_departure,season_category
DISTRICT,BIHAR,11,EAST CHAMPARAN,0.0,5.0,-100,NR,379.7,609.8,-38,D
DISTRICT,BIHAR,12,GAYA,8.7,6.9,26,E,278.9,481.8,-42,D
DISTRICT,BIHAR,13,GOPALGANJ,0.0,7.0,-100,NR,381.5,546.2,-30,D
DISTRICT,BIHAR,14,JAHANABAD,3.1,5.6,-45,D,173.5,463.9,-63,LD
DISTRICT,BIHAR,15,JAMUI,8.1,7.5,9,N,260.4,536.0,-51,D
DISTRICT,BIHAR,16,KATIHAR,2.9,4.3,-32,D,415.1,626.3,-34,D
DISTRICT,BIHAR,17,KHAGARIA,0.0,7.3,-100,NR,543.2,557.2,-3,N
DISTRICT,BIHAR,18,KISHANGANJ,15.8,8.0,97,LE,852.0,1044.9,-18,N
DISTRICT,BIHAR,19,LAKHISARAI,2.0,4.6,-56,D,460.0,486.1,-5,N
DISTRICT,BIHAR,20,MADHEPURA,3.4,7.5,-54,D,401.6,602.6,-33,D
DISTRICT,BIHAR,21,MADHUBANI,4.8,8.1,-41,D,403.3,586.5,-31,D
DISTRICT,BIHAR,22,MUNGER,2.1,8.9,-76,LD,379.2,593.0,-36,D
DISTRICT,BIHAR,23,MUZAFFARPUR,1.7,5.9,-71,LD,310.1,546.3,-43,D
DISTRICT,BIHAR,24,NALANDA,9.2,5.8,58,E,274.7,482.1,-43,D
DISTRICT,BIHAR,25,NAWADA,3.8,7.8,-51,D,313.0,475.0,-34,D
DISTRICT,BIHAR,26,PATNA,3.2,4.2,-23,D,251.0,503.0,-50,D
DISTRICT,BIHAR,27,PURNEA,2.8,5.9,-53,D,532.2,844.6,-37,D
DISTRICT,BIHAR,28,ROHTAS,7.3,7.6,-4,N,290.1,478.7,-39,D
DISTRICT,BIHAR,29,SAHARSA,1.9,7.0,-73,LD,356.2,635.0,-44,D
DISTRICT,BIHAR,30,SAMASTIPUR,3.4,6.6,-49,D,320.4,529.2,-39,D
DISTRICT,BIHAR,31,SARAN,1.0,5.1,-81,LD,288.5,505.3,-43,D
DISTRICT,BIHAR,32,SHEIKHPURA,4.2,5.4,-23,D,318.3,485.9,-34,D
DISTRICT,BIHAR,33,SHEOHAR,0.0,2.1,-100,NR,288.3,592.8,-51,D
DISTRICT,BIHAR,34,SITAMARHI,0.0,6.3,-100,NR,307.1,636.4,-52,D
DISTRICT,BIHAR,35,SIWAN,1.2,6.0,-80,LD,472.2,502.7,-6,N
DISTRICT,BIHAR,36,SUPAUL,4.2,6.1,-31,D,557.1,657.8,-15,N
DISTRICT,BIHAR,37,VAISHALI,2.3,4.6,-51,D,332.5,515.3,-35,D
DISTRICT,BIHAR,38,WEST CHAMPARAN,0.0,8.0,-99,LD,541.8,719.8,-25,D
STATE,UTTAR PRADESH,,,0.8,7.1,-89,LD,338.9,423.5,-20,D
STATE,WEST UTTAR PRADESH,,,1.1,7.9,-86,LD,350.1,386.2,-9,N
DISTRICT,WEST UTTAR PRADESH,1,AGRA,0.2,6.7,-97,LD,321.4,302.5,6,N
DISTRICT,WEST UTTAR PRADESH,2,ALIGARH,2.8,7.1,-61,LD,236.6,332.3,-29,D
DISTRICT,WEST UTTAR PRADESH,3,AMROHA,0.0,7.4,-100,NR,204.0,466.6,-56,D
DISTRICT,WEST UTTAR PRADESH,4,AURAIYA,4.8,8.0,-40,D,296.1,290.2,2,N
DISTRICT,WEST UTTAR PRADESH,5,BADAUN,0.0,3.5,-100,NR,397.5,382.6,4,N
DISTRICT,WEST UTTAR PRADESH,6,BAGHPAT,1.7,7.0,-76,LD,334.3,290.1,15,N
DISTRICT,WEST UTTAR PRADESH,7,BAREILLY,0.0,4.9,-100,NR,360.9,463.2,-22,D
DISTRICT,WEST UTTAR PRADESH,8,BIJNOR,0.0,8.1,-100,NR,557.3,535.6,4,N
DISTRICT,WEST UTTAR PRADESH,9,BULANDSHAHAR,0.0,5.5,-100,NR,328.3,303.4,8,N
DISTRICT,WEST UTTAR PRADESH,10,ETAH,4.7,5.1,-8,N,396.1,279.0,42,E
DISTRICT,WEST UTTAR PRADESH,11,ETAWAH,10.0,5.8,72,LE,377.7,311.4,21,E
DISTRICT,WEST UTTAR PRADESH,12,FIROZABAD,0.0,4.4,-100,NR,458.7,319.7,43,E
DISTRICT,WEST UTTAR PRADESH,13,GAUTAM BUDDHA NAGAR,0.0,7.1,-100,NR,314.2,259.6,21,E
DISTRICT,WEST UTTAR PRADESH,14,GHAZIABAD,0.0,7.1,-100,NR,141.8,261.8,-46,D
DISTRICT,WEST UTTAR PRADESH,15,HAMIRPUR,5.4,8.6,-38,D,462.3,388.4,19,N
DISTRICT,WEST UTTAR PRADESH,16,HAPUR,0.0,5.5,-100,NR,251.0,377.4,-33,D
DISTRICT,WEST UTTAR PRADESH,17,HATHRAS,0.0,8.7,-100,NR,373.0,325.1,15,N
DISTRICT,WEST UTTAR PRADESH,18,JALAUN,0.0,8.9,-100,NR,276.6,364.4,-24,D
DISTRICT,WEST UTTAR PRADESH,19,JHANSI,0.4,11.3,-96,LD,203.8,414.3,-51,D
DISTRICT,WEST UTTAR PRADESH,20,KASGANJ,0.0,6.6,-100,NR,360.7,361.2,0,N
DISTRICT,WEST UTTAR PRADESH,21,LALITPUR,0.4,14.6,-97,LD,351.6,481.5,-27,D
